lat,lon,N_calls1,2,3,4,5,6,7,15,9,10,11,12,13,14,15
19.42070278,-99.03394167,3.6394,3.6268,3.5892,3.655,3.7146,3.7028,4.2505,3.5863,3.4477,3.4592,3.4363,3.5851,3.6288,3.6129,3.5863
19.470286,-99.069467,3.4224,3.4016,3.4212,3.4698,3.4894,3.5152,3.93,3.3881,3.29,3.3239,3.3423,3.4314,3.3799,3.5581,3.3881
19.4251,-99.1645,3.7637,3.7531,3.9452,4.004,4.2354,3.31,3.2078,3.4175,3.2389,3.4298,3.4056,3.6116,3.093,2.8755,3.4175
19.4164,-99.1648,3.312,3.4167,3.4387,3.5471,3.6006,2.9663,2.8579,2.9246,2.974,3.0014,2.9344,3.0639,2.7321,2.6311,2.9246
19.491176,-99.141186,4.8648,4.9138,4.9012,5.0892,5.4395,4.3948,4.5652,4.649,4.4348,4.5113,4.3776,4.7279,3.8973,3.7943,4.649
19.4129,-99.2196,3.9693,4.011,4.1651,4.1254,4.1099,3.6476,3.2029,2.681,2.6769,2.6851,2.6867,2.7071,2.578,2.5404,2.681
19.42716781,-99.21193523,4.8444,5.0974,5.5846,5.7906,5.5372,3.4134,3.3676,3.7494,3.8136,3.9537,3.8843,3.9239,2.8714,2.8085,3.7494
19.29555556,-99.12472222,3.9125,3.8961,3.9529,3.9717,3.8467,3.6137,3.8168,3.2818,3.2659,3.2372,3.2516,3.4007,3.1884,3.1768,3.2818
19.441389,-99.0775,3.1735,3.0881,3.1956,3.1678,3.299,2.9806,3.2601,3.0292,2.9687,2.9626,2.9622,2.9863,2.7948,2.831,3.0292
19.35443189,-99.26970915,3.2176,3.3995,3.3288,3.496,3.5246,2.9634,3.0296,2.943,2.9573,2.9761,2.9303,2.9679,2.7325,2.6589,2.943
19.401872,-99.168991,4.8624,5.0042,5.1452,5.1681,5.3132,3.8512,3.6378,3.957,3.8238,4.0012,3.921,4.0478,3.3122,3.0521,3.957
19.431394,-99.195611,3.0276,3.1473,3.2589,3.3039,3.3607,2.9238,2.9005,2.8767,2.8424,2.8269,2.8588,2.8931,2.6869,2.6405,2.8767
19.329414,-99.054911,4.1381,3.9787,3.8892,3.9137,3.834,3.9832,4.902,4.2656,3.9161,3.7992,3.7518,3.93,3.9893,4.1418,4.2656
19.49436311,-99.12748543,4.2448,4.2815,4.3584,4.5407,4.5717,3.9836,4.1029,3.9779,3.8324,3.8172,3.8201,4.08,3.5841,3.5229,3.9779
19.31015,-99.20127222,4.0379,4.0854,4.2431,4.441,4.5227,3.693,3.3709,4.0441,3.3787,3.3962,3.4898,3.5863,2.9963,2.8669,4.0441
19.404361,-98.96575,4.293,4.1458,4.0339,4.0903,4.2129,4.3371,5.6549,2.5028,4.1095,4.1381,4.181,4.4046,4.3565,4.1107,2.5028
19.373614,-99.260681,2.9127,2.9336,2.9687,2.9385,2.9634,2.7088,2.6237,2.7059,2.6932,2.6822,2.6667,2.6483,2.4688,2.4746,2.7059
19.56008,-99.1982,3.0917,3.0905,3.1257,3.0836,3.2123,2.9896,3.0852,3.1228,2.9589,2.9618,3.0133,3.1203,2.9988,2.9233,3.1228
19.526526,-99.179763,3.2323,3.2679,3.3088,3.3231,3.3574,3.1187,3.1477,3.0701,2.9753,2.981,3.0427,3.084,2.9207,2.8735,3.0701
19.41219444,-99.16405556,4.1475,4.1275,4.3048,4.3919,4.5219,3.7563,3.8896,3.5773,3.6893,3.6779,3.648,3.7163,3.3484,3.1702,3.5773
19.431333,-99.186556,2.5056,2.5244,2.524,2.5506,2.522,2.5073,2.4966,2.4848,2.4827,2.477,2.4872,2.4819,2.4729,2.4721,2.4848
19.30414167,-99.19005833,2.9524,2.9847,2.9936,3.0235,3.1563,3.0905,3.2495,2.7034,2.7039,2.7165,2.7214,2.7913,2.7795,2.8449,2.7034
19.53569444,-99.19352778,4.3196,4.2693,4.2828,4.2938,4.5068,3.8164,4.0416,4.3196,4.0727,4.0518,4.2206,4.4769,3.8213,3.7772,4.3196
19.497576,-99.175413,2.4999,2.4954,2.495,2.4946,2.4966,2.4733,2.4664,2.4987,2.5028,2.5015,2.522,2.5081,2.5735,2.5252,2.4987
19.45336389,-99.12762222,3.6394,3.655,3.7093,3.7555,3.8246,3.6464,3.8986,3.4359,3.377,3.4351,3.4322,3.4531,3.431,3.3787,3.4359
19.403616,-99.004973,5.4853,5.2049,5.3258,5.3128,5.3602,5.5057,5.8032,5.6843,5.0369,5.2318,5.1607,5.4293,5.4186,5.7035,5.6843
19.370111,-99.165456,3.8344,3.9554,3.8879,3.9697,4.1401,3.6394,3.7036,3.3374,3.3758,3.2961,3.3137,3.4723,3.228,3.0672,3.3374
19.56630556,-99.21280556,4.8881,4.8734,5.0001,5.0148,5.1628,4.8137,5.2768,4.351,4.1986,4.1765,4.2848,4.4042,4.1636,4.0886,4.351
19.50204167,-99.12666667,3.2961,3.3006,3.292,3.3333,3.3815,3.1768,3.2315,3.2871,3.1486,3.122,3.1902,3.2949,3.0392,3.0227,3.2871
19.26717122,-99.00610007,3.8483,3.807,3.8209,3.8315,3.9697,3.9161,4.8472,3.7813,3.7527,3.7289,3.7314,3.9345,3.8922,4.0506,3.7813
19.422814,-99.09136,2.4631,2.466,2.4684,2.4766,2.4692,2.4668,2.4631,2.4688,2.4676,2.4676,2.4668,2.4664,2.4631,2.4631,2.4688
19.45413889,-99.20716667,3.648,3.6922,3.6558,3.6864,3.7404,3.4678,3.6824,3.6321,3.3995,3.3926,3.4808,3.5945,3.33,3.2941,3.6321
19.53686111,-99.24038889,4.92,4.9314,5.0459,5.1354,5.502,4.949,5.4542,4.2591,4.2456,4.2354,4.3878,4.3711,4.1105,4.2562,4.2591
19.392613,-99.202147,2.466,2.4643,2.4652,2.466,2.4668,2.4631,2.4631,2.4643,2.4647,2.4668,2.466,2.4676,2.4631,2.4631,2.4643
19.41447222,-99.229,2.9683,3.0811,3.0182,3.0975,3.0427,2.8179,2.8498,2.7325,2.7112,2.7239,2.6965,2.7329,2.5804,2.6029,2.7325
19.370556,-99.158889,2.5485,2.5256,2.535,2.5473,2.5494,2.5212,2.5261,2.5261,2.5187,2.522,2.5367,2.551,2.5158,2.5048,2.5261
19.45788043,-99.16697483,3.3971,3.467,3.4886,3.5548,3.6141,3.048,2.9769,3.234,3.3235,3.2491,3.2385,3.3942,2.8755,2.7468,3.234
19.4717,-99.1403,5.0622,4.7659,4.8693,4.94,5.0778,4.5775,5.3185,4.3478,4.2411,4.3621,4.3351,4.5771,4.095,4.1123,4.3478
19.3691,-99.1773,5.6001,5.6765,5.9099,5.9594,6.3706,4.732,4.398,4.2362,4.1262,4.1426,4.0661,4.4066,3.4112,3.256,4.2362
19.413611,-99.011111,3.8201,3.7167,3.7277,3.6799,3.7935,3.646,4.7009,3.7469,3.6967,3.6452,3.7138,3.6562,3.6235,3.657,3.7469
19.4984,-99.1551,3.3292,3.3378,3.4269,3.4343,3.4661,3.1142,3.1044,3.2507,3.2471,3.2254,3.3018,3.3464,3.0682,2.9597,3.2507
19.448428,-99.189836,2.4688,2.4709,2.4697,2.4741,2.466,2.4631,2.4631,2.4656,2.4672,2.4701,2.4643,2.468,2.4631,2.4631,2.4656
19.34996754,-99.09438499,3.5201,3.4629,3.4093,3.4964,3.514,3.4535,3.7314,3.3096,3.2532,3.2597,3.339,3.375,3.2767,3.1907,3.3096
19.44,-99.089444,3.2589,3.142,3.225,3.1862,3.2307,3.0815,3.209,3.0059,3.0566,3.0975,3.1052,3.1199,2.9879,2.9213,3.0059
19.47458755,-99.20995201,3.798,3.8847,3.91,4.0036,4.0661,3.72,4.145,3.2086,3.6137,3.6194,3.6631,3.6129,3.1943,3.3153,3.2086
19.382016,-99.101649,2.533,2.5473,2.5359,2.5346,2.5579,2.5306,2.5383,2.5232,2.5289,2.5183,2.5318,2.5371,2.5122,2.5109,2.5232
19.4054,-99.2265,5.1166,5.5498,5.5036,5.4227,5.4779,4.3805,3.984,3.0079,2.9769,2.9671,2.9977,3.0047,2.7584,2.7116,3.0079
19.314167,-99.103333,3.7768,3.8295,3.908,4.033,4.1009,4.0249,4.3318,3.5205,3.5148,3.4547,3.4984,3.6219,3.5272,3.5597,3.5205
19.45192671,-99.14620315,3.5009,3.5095,3.3047,3.6766,3.6742,3.431,3.4392,3.3345,3.2573,3.2638,3.1907,3.3877,3.2481,3.1624,3.3345
