lat,lon,Div_Home_Score1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
19.42070278,-99.03394167,3.4852,3.5956,3.5096,3.5106,3.4913,3.6243,3.6017,3.4415,3.5041,3.5453,3.5043,3.5262,3.5949,3.6065,3.4979
19.470286,-99.069467,3.8158,3.7004,3.6643,3.6695,3.7604,3.814,3.8038,3.6573,3.6379,3.5463,3.5015,3.5999,3.7528,3.7481,3.4846
19.4251,-99.1645,4.033,4.0746,4.064,4.0777,4.0952,4.1578,4.2038,4.0715,4.1152,4.121,4.1355,4.1664,4.1647,4.1734,4.1354
19.4164,-99.1648,4.0162,3.9816,4.0389,4.1044,4.1123,4.1362,4.0956,4.0482,4.0732,4.1037,4.0936,4.0701,4.1623,4.0081,4.1645
19.491176,-99.141186,3.8988,3.873,3.8779,3.8617,3.8841,3.9492,3.8847,3.8025,3.8373,3.8581,3.8743,3.8254,3.9119,3.7983,3.7595
19.4129,-99.2196,3.8484,3.8474,3.8121,3.8752,3.7948,3.8365,3.9859,3.8728,4.0889,4.1935,4.1737,4.1765,4.2483,4.0576,4.157
19.42716781,-99.21193523,3.8855,3.8918,3.8389,3.8064,3.8506,3.9498,3.8174,3.8234,3.9258,3.9676,3.9722,3.9062,4.129,4.016,3.9661
19.29555556,-99.12472222,3.6951,3.6747,3.7242,3.782,3.7844,3.9184,3.7927,3.7727,3.8546,3.7766,3.8392,3.7333,3.9215,3.8282,3.7852
19.441389,-99.0775,3.9706,3.9819,4.0181,4.0141,3.929,3.9746,3.907,3.9103,3.9033,3.8457,3.8651,3.9958,3.9369,3.8683,3.9031
19.35443189,-99.26970915,3.7879,3.8313,3.8547,3.7926,3.7761,3.9132,3.9321,3.7967,3.9479,3.9496,3.9556,3.9942,3.9648,4.0108,3.9705
19.401872,-99.168991,4.0439,4.0406,4.0422,4.0553,4.0656,4.0923,4.1129,4.0318,4.1144,4.1334,4.082,4.1092,4.1645,4.0785,4.1155
19.431394,-99.195611,3.964,3.929,3.8424,3.9095,3.8565,4.1033,3.9729,3.7879,4.0365,4.0078,3.8647,4.0189,4.1435,3.7931,3.8766
19.329414,-99.054911,3.3469,3.2146,3.2521,3.3124,3.3707,3.3244,3.0976,3.2611,3.2989,3.402,3.3783,3.3201,3.3079,3.2457,3.2329
19.49436311,-99.12748543,3.7554,3.7566,3.7941,3.7292,3.7847,3.8546,3.8343,3.6431,3.7547,3.7823,3.7718,3.7349,3.902,3.7999,3.7221
19.31015,-99.20127222,3.8988,3.956,3.8992,3.9229,3.8975,3.9127,3.96,3.8965,4.0126,4.0082,3.9971,3.9875,4.0073,4.0932,3.9411
19.404361,-98.96575,3.1099,3.1177,3.101,3.1312,3.0098,3.1467,3.2383,3.0759,3.1166,3.1957,3.1657,2.9934,3.1664,3.342,3.7656
19.373614,-99.260681,3.773,3.7557,3.8101,3.8316,3.7936,3.852,3.9123,3.7946,3.5886,3.5743,3.5425,3.618,0.31073,0.31073,3.6683
